timestamp,experiment_name,n_splits,remove_outliers,outlier_ids,lasso_alpha,lasso_max_iter,catboost_iterations,catboost_learning_rate,catboost_depth,catboost_l2_leaf_reg,ensemble_lasso_weight,ensemble_catboost_weight,cv_rmse_log_mean,cv_rmse_log_std,oof_rmse_log,oof_mae_price,oof_rmse_price,oof_mape_percent,oof_wape_percent,categorical_numeric_features,ensemble_method
2026-07-30T00:00:00,baseline,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.109384,0.006365,0.109573,13076.02,20160.69,7.66,7.23,,
2026-07-31T03:10:52,fixed_features,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.1086998362630353,0.0065422883855737,0.1088999398842998,12925.072079524649,20014.410028997987,7.578914517830417,7.1435713004348695,MSSubClass,weighted_average
2026-07-31T03:25:48,notebook_package_smoke,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.1086998362630353,0.0065422883855737,0.1088999398842998,12925.072079524649,20014.410028997987,7.578914517830417,7.1435713004348695,MSSubClass,weighted_average
2026-07-31T03:26:15,notebook_fixed_features,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.1086998362630353,0.0065422883855737,0.1088999398842998,12925.072079524649,20014.410028997987,7.578914517830417,7.1435713004348695,MSSubClass,weighted_average
2026-07-31T11:44:56,notebook_fixed_features,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.1086998362630353,0.0065422883855737,0.1088999398842999,12925.072079524653,20014.410028997994,7.578914517830417,7.143571300434873,MSSubClass,weighted_average
2026-07-31T11:50:27,notebook_stacking,5,True,"524,1299",0.0005,20000,800,0.03,5,3.0,0.6,0.4,0.1086723494899291,0.0066954105397776,0.1088817225764212,12968.461988118504,20040.1803721471,7.582688575938841,7.1675525133714375,MSSubClass,stacking
2026-07-31T06:41:37,optuna_100_best_trial62,5,True,"524,1299",0.000565,20000,500,0.049955,5,2.848276,0.567576,0.432424,0.10857910523610168,0.007057406690532443,0.10881213710006861,12912.268504040896,19966.240971579693,7.570884018611788,7.1364948792121545,MSSubClass,weighted_average
