cv_rmse_log_mean,cv_rmse_log_std,oof_rmse_log,oof_mae_price,oof_rmse_price,oof_mape_percent,oof_wape_percent
0.10857910523610168,0.007057406690532443,0.10881213710006861,12912.268504040896,19966.240971579693,7.570884018611788,7.1364948792121545
