source,trial,cv_rmse_log_mean,cv_rmse_log_std,oof_rmse_log,oof_mae_price,oof_rmse_price,oof_mape_percent,oof_wape_percent,lasso_alpha,catboost_iterations,catboost_learning_rate,catboost_depth,catboost_l2_leaf_reg,ensemble_lasso_weight,ensemble_catboost_weight
user_100_trial_output_recreated_with_rounded_params,62,0.10857910523610168,0.007057406690532443,0.10881213710006861,12912.268504040896,19966.240971579693,7.570884018611788,7.1364948792121545,0.000565,500,0.049955,5,2.848276,0.567576,0.432424
